1	0.15800738583008447
2	0.1336908998588721
3	0.08314613335662419
4	0.06692606914374563
5	0.036175649199220866
6	0.03709246073332098
7	0.040702131369875535
8	0.05503783126672109
9	0.0413209828030732
10	0.04082382128884395
11	0.025812943724708423
12	0.021667004148993228
13	0.026232866984274652
14	0.017431597897989884
15	0.022656226634151407
16	0.019635019927389093
17	0.01824344466957781
18	0.022146053405271635
19	0.026979295226434868
20	0.022486601542267535
21	0.015641357749700546
22	0.018867875190658703
23	0.014705055703719458
24	0.017540006380942132
25	0.02030426486291819
26	0.019381323932773538
27	0.016485661138883896
28	0.015453520437909497
29	0.017627789535456233
30	0.017126520371271506
31	0.01351673163784047
32	0.016975025439427957
33	0.012603246399925815
34	0.012840621173381805
35	0.009855095167747803
36	0.01685696395321025
37	0.012771079006294409
38	0.010067252545721002
39	0.01308427419927385
40	0.014629921953504285
41	0.0163780657781495
42	0.017514887162380748
43	0.022251443109578557
44	0.012712776091777615
45	0.013499180268910196
46	0.015718511823150847
47	0.011376111199044518
48	0.012426684300104776
49	0.016921032996227343
50	0.010285648724271191
